model,node_id,true_class,predicted_class,confidence
GraphSAGE,8867,16,16,0.8415281
GraphSAGE,8868,16,16,0.86394686
GraphSAGE,8869,1,30,0.7192268
GraphSAGE,8870,23,23,0.5928101
GraphSAGE,8871,28,28,0.90635437
GraphSAGE,8873,24,24,0.4526598
GraphSAGE,8874,26,26,0.42267242
GraphSAGE,8875,24,24,0.71848744
GraphSAGE,8876,24,10,0.3023485
GraphSAGE,8877,16,16,0.8378793
GraphSAGE,8878,30,30,0.6677586
GraphSAGE,8879,30,30,0.8563864
GraphSAGE,8880,4,4,0.66119945
GraphSAGE,8881,27,27,0.48988086
GraphSAGE,8882,24,24,0.62232566
GraphSAGE,8883,24,24,0.7102409
GraphSAGE,8884,24,34,0.5029518
GraphSAGE,8885,37,31,0.27535647
GraphSAGE,8886,27,27,0.961804
GraphSAGE,8887,1,16,0.48644072
GraphSAGE,8888,6,10,0.8766425
GraphSAGE,8889,24,24,0.7408056
GraphSAGE,8890,33,22,0.8919728
GraphSAGE,8891,24,24,0.3278116
GraphSAGE,8892,24,24,0.7539983
GraphSAGE,8893,16,16,0.9400214
GraphSAGE,8894,16,16,0.92724
GraphSAGE,8895,10,10,0.5789606
GraphSAGE,8896,24,16,0.33982784
GraphSAGE,8897,33,2,0.46380433
GraphSAGE,8898,8,8,0.555027
GraphSAGE,8899,28,8,0.3065632
GraphSAGE,8900,10,10,0.6413107
GraphSAGE,8901,31,31,0.64557016
GraphSAGE,8902,30,30,0.52059233
GraphSAGE,8903,8,28,0.6554806
GraphSAGE,8905,24,24,0.45547438
GraphSAGE,8906,24,24,0.8363375
GraphSAGE,8907,34,34,0.805572
GraphSAGE,8908,8,8,0.8661906
GraphSAGE,8909,26,34,0.5999148
GraphSAGE,8910,27,16,0.6954143
GraphSAGE,8911,13,13,0.39684305
GraphSAGE,8912,24,24,0.53072274
GraphSAGE,8913,5,23,0.6663836
GraphSAGE,8914,8,8,0.5384362
GraphSAGE,8915,37,37,0.8477824
GraphSAGE,8916,30,30,0.94186133
GraphSAGE,8917,30,30,0.92998666
GraphSAGE,8918,28,28,0.9190429
GraphSAGE,8919,28,28,0.5596315
GraphSAGE,8920,16,16,0.952912
GraphSAGE,8921,24,16,0.24616216
GraphSAGE,8922,28,28,0.95832664
GraphSAGE,8923,16,16,0.95729154
GraphSAGE,8924,24,10,0.49786022
GraphSAGE,8925,16,31,0.23719983
GraphSAGE,8926,24,24,0.7084766
GraphSAGE,8927,27,27,0.53012365
GraphSAGE,8928,36,36,0.51777464
GraphSAGE,8929,24,10,0.47135517
GraphSAGE,8930,17,16,0.67754525
GraphSAGE,8931,24,30,0.41355833
GraphSAGE,8932,10,10,0.48369482
GraphSAGE,8933,16,24,0.3091217
GraphSAGE,8934,16,16,0.8861913
GraphSAGE,8935,24,24,0.7199173
GraphSAGE,8936,16,16,0.41409016
GraphSAGE,8937,36,36,0.4729679
GraphSAGE,8938,16,16,0.88898575
GraphSAGE,8939,16,16,0.85560733
GraphSAGE,8940,11,10,0.762452
GraphSAGE,8942,13,13,0.8046648
GraphSAGE,8943,4,4,0.8820684
GraphSAGE,8945,8,8,0.49898285
GraphSAGE,8946,24,34,0.45865294
GraphSAGE,8947,30,30,0.7821236
GraphSAGE,8948,37,26,0.7518132
GraphSAGE,8949,24,30,0.9116983
GraphSAGE,8951,24,27,0.7621272
GraphSAGE,8952,13,24,0.70600235
GraphSAGE,8953,16,24,0.23980856
GraphSAGE,8954,33,33,0.84347385
GraphSAGE,8955,5,5,0.88396037
GraphSAGE,8956,16,16,0.9341837
GraphSAGE,8957,24,16,0.2442432
GraphSAGE,8958,24,24,0.65987056
GraphSAGE,8959,24,24,0.48676217
GraphSAGE,8961,16,16,0.94344753
GraphSAGE,8962,8,8,0.9239142
GraphSAGE,8963,2,10,0.52072406
GraphSAGE,8964,24,24,0.7930713
GraphSAGE,8965,8,5,0.8680805
GraphSAGE,8966,8,8,0.41895255
GraphSAGE,8967,16,16,0.92823243
GraphSAGE,8968,16,16,0.5446959
GraphSAGE,8969,25,25,0.89427793
GraphSAGE,8970,4,4,0.8017066
GraphSAGE,8971,30,30,0.9714732
GraphSAGE,8972,23,10,0.9014939
GraphSAGE,8973,24,24,0.64851576
GraphSAGE,8974,16,16,0.80965096
GraphSAGE,8975,4,24,0.3674097
GraphSAGE,8976,9,28,0.7307804
GraphSAGE,8977,1,30,0.48844215
GraphSAGE,8978,28,28,0.8938539
GraphSAGE,8979,16,16,0.598857
GraphSAGE,8980,16,27,0.42774037
GraphSAGE,8981,28,28,0.92556036
GraphSAGE,8982,28,28,0.9496659
GraphSAGE,8983,4,4,0.88353646
GraphSAGE,8984,24,16,0.7128688
GraphSAGE,8985,37,15,0.375035
GraphSAGE,8986,26,30,0.3446216
GraphSAGE,8987,15,5,0.57913584
GraphSAGE,8988,26,26,0.22622447
GraphSAGE,8989,4,4,0.8655307
GraphSAGE,8990,16,16,0.8620916
GraphSAGE,8991,16,16,0.906758
GraphSAGE,8992,24,16,0.73316973
GraphSAGE,8993,26,26,0.5788451
GraphSAGE,8994,31,31,0.57499224
GraphSAGE,8995,8,24,0.74883777
GraphSAGE,8996,24,24,0.8859804
GraphSAGE,8997,30,30,0.9503285
GraphSAGE,8998,5,34,0.6134208
GraphSAGE,8999,24,16,0.4322726
GraphSAGE,9000,24,4,0.7117889
GraphSAGE,9001,16,16,0.86411464
GraphSAGE,9002,24,24,0.47517726
GraphSAGE,9003,27,27,0.81492627
GraphSAGE,9004,16,16,0.9409528
GraphSAGE,9005,30,30,0.94205034
GraphSAGE,9006,7,7,0.19618715
GraphSAGE,9007,16,16,0.82627565
GraphSAGE,9008,2,2,0.93155694
GraphSAGE,9009,16,16,0.92878616
GraphSAGE,9010,24,10,0.7445587
GraphSAGE,9011,8,8,0.6137483
GraphSAGE,9012,16,16,0.6265389
GraphSAGE,9013,10,30,0.9704552
GraphSAGE,9014,10,24,0.5137903
GraphSAGE,9015,30,30,0.9635818
GraphSAGE,9016,34,13,0.71388066
GraphSAGE,9017,27,27,0.931811
GraphSAGE,9018,5,11,0.24665847
GraphSAGE,9019,16,16,0.93686694
GraphSAGE,9020,24,30,0.9605591
GraphSAGE,9021,24,24,0.6485075
GraphSAGE,9022,24,13,0.3263085
GraphSAGE,9023,27,27,0.7702626
GraphSAGE,9024,34,34,0.8314923
GraphSAGE,9025,16,16,0.36043814
GraphSAGE,9026,24,24,0.8182365
GraphSAGE,9027,24,24,0.74223924
GraphSAGE,9028,37,37,0.7864572
GraphSAGE,9029,5,4,0.8847658
GraphSAGE,9030,16,16,0.90900904
GraphSAGE,9031,27,27,0.7368803
GraphSAGE,9032,6,30,0.8535814
GraphSAGE,9033,9,9,0.77834326
GraphSAGE,9034,10,16,0.3146265
GraphSAGE,9035,30,30,0.82981336
GraphSAGE,9036,27,27,0.59456843
GraphSAGE,9037,28,28,0.5174864
GraphSAGE,9038,5,24,0.6293828
GraphSAGE,9039,24,10,0.35850146
GraphSAGE,9041,27,27,0.6810537
GraphSAGE,9042,16,16,0.94610864
GraphSAGE,9043,27,27,0.79527396
GraphSAGE,9044,16,16,0.56321144
GraphSAGE,9045,16,16,0.4954558
GraphSAGE,9046,23,26,0.42188403
GraphSAGE,9047,30,30,0.9207294
GraphSAGE,9048,28,28,0.77287924
GraphSAGE,9049,18,18,0.6856802
GraphSAGE,9050,27,27,0.31739348
GraphSAGE,9051,24,24,0.6152582
GraphSAGE,9052,31,31,0.68957263
GraphSAGE,9053,24,24,0.8838784
GraphSAGE,9054,16,16,0.59442073
GraphSAGE,9519,37,37,0.7134826
GraphSAGE,9527,10,19,0.5719215
GraphSAGE,9576,18,18,0.7891312
GraphSAGE,9590,28,28,0.9199526
GraphSAGE,9614,28,28,0.65849656
GraphSAGE,9622,19,19,0.7611381
GraphSAGE,9644,10,10,0.72692025
GraphSAGE,9651,10,10,0.60907114
GraphSAGE,9654,2,2,0.73204595
GraphSAGE,9659,23,23,0.9212273
GraphSAGE,9663,24,16,0.9084561
GraphSAGE,9680,26,26,0.46649292
GraphSAGE,9689,4,4,0.94346523
GraphSAGE,9694,24,24,0.7529099
GraphSAGE,9717,28,28,0.96110433
GraphSAGE,9735,34,34,0.60881317
GraphSAGE,9744,16,16,0.9202038
GraphSAGE,9745,8,8,0.66506255
GraphSAGE,9746,28,28,0.9536734
GraphSAGE,9747,13,10,0.64736366
GraphSAGE,9748,16,16,0.87903774
GraphSAGE,9749,16,16,0.8948282
GraphSAGE,9750,8,8,0.46383977
GraphSAGE,9751,34,34,0.52778745
GraphSAGE,9752,3,10,0.87505364
GraphSAGE,9753,36,36,0.4366432
GraphSAGE,9754,24,24,0.6405833
GraphSAGE,9755,31,16,0.63012207
GraphSAGE,9756,16,16,0.5295655
GraphSAGE,9757,16,16,0.9087477
GraphSAGE,9758,28,28,0.95472544
GraphSAGE,9759,16,16,0.8543157
GraphSAGE,9760,16,16,0.81092346
GraphSAGE,9761,6,4,0.73897684
GraphSAGE,9762,5,5,0.6078577
GraphSAGE,9764,23,23,0.34940037
GraphSAGE,9765,24,37,0.7107309
GraphSAGE,9766,16,16,0.64428765
GraphSAGE,9767,27,27,0.64563364
GraphSAGE,9768,6,3,0.38381085
GraphSAGE,9770,24,10,0.48257667
GraphSAGE,9772,28,28,0.89934415
GraphSAGE,9773,24,24,0.54988235
GraphSAGE,9774,28,8,0.3355049
GraphSAGE,9775,4,4,0.48576304
GraphSAGE,9776,24,24,0.94196403
GraphSAGE,9777,5,5,0.90364695
GraphSAGE,9778,28,28,0.87320554
GraphSAGE,9779,24,24,0.3653638
GraphSAGE,9780,16,16,0.8096129
GraphSAGE,9781,27,27,0.58400255
GraphSAGE,9782,3,13,0.48126087
GraphSAGE,9783,19,2,0.37295246
GraphSAGE,9784,28,28,0.9173806
GraphSAGE,9785,16,16,0.83385044
GraphSAGE,9786,24,10,0.49594113
GraphSAGE,9787,19,19,0.97851104
GraphSAGE,9788,26,26,0.94018215
GraphSAGE,9789,16,16,0.8069077
GraphSAGE,9791,30,30,0.4207602
GraphSAGE,9792,16,16,0.86557657
GraphSAGE,9793,27,27,0.71876526
GraphSAGE,9794,30,30,0.97171843
GraphSAGE,9795,9,9,0.6257566
GraphSAGE,9796,31,31,0.35858142
GraphSAGE,9797,10,16,0.91289663
GraphSAGE,9798,22,22,0.78984416
GraphSAGE,9799,30,30,0.59020823
GraphSAGE,9800,34,34,0.9275172
GraphSAGE,9801,24,24,0.6198174
GraphSAGE,9802,16,27,0.7303281
GraphSAGE,9803,16,16,0.8316805
GraphSAGE,9804,16,16,0.9173518
GraphSAGE,9805,24,30,0.85879284
GraphSAGE,9806,24,24,0.63657266
GraphSAGE,9807,5,4,0.7464576
GraphSAGE,9808,16,16,0.46599722
GraphSAGE,9809,16,16,0.95540196
GraphSAGE,9810,20,20,0.7744191
GraphSAGE,9811,16,16,0.7389256
GraphSAGE,9812,24,24,0.62094784
GraphSAGE,9813,19,19,0.7991688
GraphSAGE,9815,16,16,0.9384506
GraphSAGE,9816,13,13,0.62387913
GraphSAGE,9817,24,16,0.7156378
GraphSAGE,9818,5,5,0.852631
GraphSAGE,9819,34,34,0.8644604
GraphSAGE,9820,30,30,0.8313531
GraphSAGE,9821,26,26,0.70322984
GraphSAGE,9822,24,24,0.59780777
GraphSAGE,9823,16,16,0.20788226
GraphSAGE,9824,4,4,0.8285839
GraphSAGE,9826,24,24,0.43966568
GraphSAGE,9827,4,4,0.9845317
GraphSAGE,9828,24,24,0.33410862
GraphSAGE,9830,24,30,0.59291786
GraphSAGE,9831,24,24,0.397148
GraphSAGE,9832,10,10,0.9291253
GraphSAGE,9833,16,16,0.81148815
GraphSAGE,9834,16,16,0.81665754
GraphSAGE,9835,16,24,0.3394701
GraphSAGE,9836,8,4,0.6674757
GraphSAGE,9837,30,30,0.98265725
GraphSAGE,9838,28,28,0.9206108
GraphSAGE,9876,26,26,0.94318
GraphSAGE,9919,16,16,0.8827463
GraphSAGE,9954,24,24,0.7042586
GraphSAGE,9962,24,16,0.6469285
GraphSAGE,9978,24,24,0.6099317
GraphSAGE,9986,24,24,0.42980698
GraphSAGE,9988,30,30,0.89748365
GraphSAGE,10003,30,30,0.9523817
GraphSAGE,10010,2,2,0.76198184
GraphSAGE,10016,27,27,0.48970136
GraphSAGE,10022,8,8,0.67416096
GraphSAGE,10028,30,30,0.9513115
GraphSAGE,10043,16,27,0.7892789
GraphSAGE,10046,27,10,0.52092385
GraphSAGE,10056,24,24,0.8537911
GraphSAGE,10098,24,24,0.8437869
GraphSAGE,10122,6,16,0.26520753
GraphSAGE,10127,10,10,0.4983917
GraphSAGE,10128,3,5,0.85997427
GraphSAGE,10129,31,31,0.5060847
GraphSAGE,10131,28,10,0.42435727
GraphSAGE,10132,30,30,0.93202376
GraphSAGE,10133,24,10,0.5162651
GraphSAGE,10134,16,16,0.4765817
GraphSAGE,10135,34,34,0.5809838
GraphSAGE,10136,36,4,0.6284999
GraphSAGE,10137,24,10,0.66819215
GraphSAGE,10140,5,5,0.51147485
GraphSAGE,10141,24,24,0.701706
GraphSAGE,10142,10,2,0.54644024
GraphSAGE,10143,26,26,0.7599016
GraphSAGE,10144,24,24,0.64123654
GraphSAGE,10145,24,28,0.67053
GraphSAGE,10147,10,10,0.786297
GraphSAGE,10148,16,16,0.9317258
GraphSAGE,10149,24,16,0.75905657
GraphSAGE,10150,30,30,0.8558131
GraphSAGE,10151,26,31,0.27698845
GraphSAGE,10152,27,10,0.7104706
GraphSAGE,10153,28,28,0.8721584
GraphSAGE,10154,20,9,0.26699135
GraphSAGE,10155,5,24,0.3425114
GraphSAGE,10157,13,16,0.41652215
GraphSAGE,10158,25,25,0.8403434
GraphSAGE,10159,26,30,0.32373178
GraphSAGE,10160,10,10,0.53884786
GraphSAGE,10161,34,34,0.89599144
GraphSAGE,10162,16,16,0.82411057
GraphSAGE,10163,34,34,0.37327036
GraphSAGE,10164,10,10,0.5605835
GraphSAGE,10165,8,8,0.90277046
GraphSAGE,10166,34,28,0.47345296
GraphSAGE,10167,16,16,0.82874167
GraphSAGE,10168,16,16,0.7913102
GraphSAGE,10169,4,4,0.5968147
GraphSAGE,10170,34,34,0.8295821
GraphSAGE,10171,30,30,0.6150093
GraphSAGE,10172,16,16,0.93783903
GraphSAGE,10174,30,30,0.95684147
GraphSAGE,10175,4,4,0.691743
GraphSAGE,10176,16,16,0.92331994
GraphSAGE,10177,30,30,0.87616956
GraphSAGE,10178,24,24,0.76831335
GraphSAGE,10179,16,16,0.40109503
GraphSAGE,10180,30,30,0.90730476
GraphSAGE,10181,16,16,0.9106669
GraphSAGE,10182,24,24,0.8750803
GraphSAGE,10183,24,24,0.45396802
GraphSAGE,10184,34,34,0.73338634
GraphSAGE,10185,30,30,0.9075327
GraphSAGE,10186,26,30,0.61186475
GraphSAGE,10187,16,16,0.92491424
GraphSAGE,10188,4,16,0.5892613
GraphSAGE,10189,24,10,0.44109973
GraphSAGE,10190,24,26,0.65846246
GraphSAGE,10191,30,30,0.44586024
GraphSAGE,10192,24,16,0.5017156
GraphSAGE,10193,30,30,0.74616116
GraphSAGE,10194,27,16,0.64808995
GraphSAGE,10195,24,10,0.3614996
GraphSAGE,10196,24,10,0.64873993
GraphSAGE,10197,24,24,0.85543984
GraphSAGE,10199,22,22,0.34775427
GraphSAGE,10200,1,1,0.30174038
GraphSAGE,10201,4,4,0.81450117
GraphSAGE,10202,24,16,0.481124
GraphSAGE,10203,30,30,0.82936835
GraphSAGE,10204,24,24,0.7689922
GraphSAGE,10205,30,30,0.92471874
GraphSAGE,10206,23,30,0.5611157
GraphSAGE,10207,26,3,0.16769059
GraphSAGE,10208,24,16,0.70609516
GraphSAGE,10209,8,28,0.536886
GraphSAGE,10210,16,16,0.8884053
GraphSAGE,10212,31,24,0.4055905
GraphSAGE,10213,30,30,0.90864164
GraphSAGE,10214,16,16,0.36823118
GraphSAGE,10215,5,5,0.65860057
GraphSAGE,10216,30,30,0.9514912
GraphSAGE,10217,8,24,0.27290508
GraphSAGE,10218,30,30,0.9081535
GraphSAGE,10219,5,5,0.9298674
GraphSAGE,10220,30,30,0.95229614
GraphSAGE,10221,24,24,0.7516147
GraphSAGE,10222,27,24,0.26998535
GraphSAGE,10223,34,9,0.19719528
GraphSAGE,10224,16,16,0.9415027
GraphSAGE,10225,24,16,0.3577794
GraphSAGE,10227,24,24,0.65556085
GraphSAGE,10228,16,16,0.88346726
GraphSAGE,10229,10,10,0.22181043
GraphSAGE,10230,16,16,0.907031
GraphSAGE,10231,5,5,0.35938704
GraphSAGE,10232,11,10,0.56697416
GraphSAGE,10233,24,13,0.33019406
GraphSAGE,10234,2,10,0.40945002
GraphSAGE,10235,28,24,0.52619153
GraphSAGE,10236,31,30,0.77823764
GraphSAGE,10237,36,36,0.9087526
GraphSAGE,10238,39,34,0.61799204
GraphSAGE,10239,24,24,0.58045226
GraphSAGE,10240,13,16,0.9110737
GraphSAGE,10241,25,25,0.5538618
GraphSAGE,10242,8,8,0.8400299
GraphSAGE,10243,26,24,0.49791664
GraphSAGE,10244,28,28,0.79508257
GraphSAGE,10245,18,18,0.74920195
GraphSAGE,10246,24,34,0.26131722
GraphSAGE,10247,30,30,0.7825243
GraphSAGE,10248,30,30,0.93625605
GraphSAGE,10249,4,16,0.36579397
GraphSAGE,10250,30,30,0.94610226
GraphSAGE,10251,16,16,0.77669924
GraphSAGE,10252,16,16,0.7489156
GraphSAGE,10253,24,24,0.5183128
GraphSAGE,10254,34,34,0.91043204
GraphSAGE,10255,30,16,0.7252553
GraphSAGE,10256,10,10,0.6077142
GraphSAGE,10257,24,24,0.7793426
GraphSAGE,10258,16,16,0.8969146
GraphSAGE,10259,16,16,0.9169925
GraphSAGE,10260,16,16,0.81588817
GraphSAGE,10261,16,16,0.409031
GraphSAGE,10262,39,9,0.8841305
GraphSAGE,10263,25,25,0.5886739
GraphSAGE,10264,24,24,0.33857483
GraphSAGE,10265,24,16,0.3649511
GraphSAGE,10266,4,4,0.60011727
GraphSAGE,10267,16,16,0.97271776
GraphSAGE,10268,16,16,0.9257593
GraphSAGE,10270,24,24,0.5296679
GraphSAGE,10271,24,24,0.9159324
GraphSAGE,10272,27,16,0.76162106
GraphSAGE,10273,16,16,0.9104616
GraphSAGE,10274,22,5,0.5597062
GraphSAGE,10275,24,24,0.5799596
GraphSAGE,10276,16,24,0.69456804
GraphSAGE,10277,30,30,0.95646375
GraphSAGE,10278,10,10,0.45860946
GraphSAGE,10279,16,16,0.89424974
GraphSAGE,10280,28,28,0.9320537
GraphSAGE,10281,34,34,0.6791471
GraphSAGE,10282,4,24,0.46007013
GraphSAGE,10283,2,2,0.94479656
GraphSAGE,10285,5,8,0.486671
GraphSAGE,10286,9,34,0.77872264
GraphSAGE,10287,16,16,0.8442235
GraphSAGE,10288,31,31,0.33555296
GraphSAGE,10289,31,31,0.3280172
GraphSAGE,10290,24,24,0.8150139
GraphSAGE,10291,30,30,0.6664887
GraphSAGE,10292,10,10,0.6059914
GraphSAGE,10293,24,24,0.41490668
GraphSAGE,10294,16,16,0.89198285
GraphSAGE,10295,24,0,0.55207366
GraphSAGE,10296,28,28,0.8801118
GraphSAGE,10297,24,10,0.5896689
GraphSAGE,10298,24,10,0.5695974
GraphSAGE,10299,24,0,0.33603194
GraphSAGE,10300,24,28,0.63509965
GraphSAGE,10301,31,31,0.7076917
GraphSAGE,10302,24,34,0.48278192
GraphSAGE,10303,24,24,0.6061356
GraphSAGE,10304,28,28,0.8506351
GraphSAGE,10305,16,16,0.7674809
GraphSAGE,10306,16,24,0.7895852
GraphSAGE,10307,16,16,0.77086943
GraphSAGE,10308,24,34,0.5992915
GraphSAGE,10309,24,10,0.6161621
GraphSAGE,10310,23,23,0.9863479
GraphSAGE,10311,16,16,0.76696366
GraphSAGE,10312,4,4,0.4108428
GraphSAGE,10313,10,24,0.51739824
GraphSAGE,10314,3,8,0.18893474
GraphSAGE,10315,24,24,0.663897
GraphSAGE,10316,24,24,0.54901046
GraphSAGE,10317,5,5,0.2766482
GraphSAGE,10318,16,16,0.41269168
GraphSAGE,10319,24,16,0.34791768
GraphSAGE,10320,27,27,0.82091737
GraphSAGE,10321,24,10,0.4075028
GraphSAGE,10322,26,26,0.9615652
GraphSAGE,10323,30,30,0.56416327
GraphSAGE,10324,31,30,0.46146673
GraphSAGE,10325,16,27,0.28651035
GraphSAGE,10326,2,22,0.47897625
GraphSAGE,10327,30,30,0.81118965
GraphSAGE,10328,2,2,0.7242257
GraphSAGE,10329,5,5,0.7956827
GraphSAGE,10330,16,16,0.909783
GraphSAGE,10331,25,25,0.48751384
GraphSAGE,10332,4,4,0.2538862
GraphSAGE,10333,30,30,0.96664655
GraphSAGE,10334,30,30,0.44932917
GraphSAGE,10335,28,28,0.9164465
GraphSAGE,10336,24,24,0.4432475
GraphSAGE,10337,16,16,0.5414104
GraphSAGE,10338,0,0,0.7053918
GraphSAGE,10339,24,24,0.86118275
GraphSAGE,10340,16,16,0.91782606
GraphSAGE,10341,24,24,0.32035244
GraphSAGE,10342,27,27,0.7891693
GraphSAGE,10343,22,22,0.37590218
GraphSAGE,10344,6,27,0.42550707
GraphSAGE,10345,24,24,0.60344917
GraphSAGE,10346,24,24,0.34287342
GraphSAGE,10347,16,24,0.377085
GraphSAGE,10348,24,16,0.42227736
GraphSAGE,10349,37,37,0.5019739
GraphSAGE,10883,23,23,0.3860794
GraphSAGE,10905,28,28,0.51009005
GraphSAGE,10977,24,24,0.71041125
GraphSAGE,10981,16,16,0.8564967
GraphSAGE,10988,28,28,0.8819211
GraphSAGE,10996,16,16,0.91811776
GraphSAGE,11012,30,3,0.35247788
GraphSAGE,11013,16,16,0.26635984
GraphSAGE,11027,16,16,0.6272343
GraphSAGE,11028,24,24,0.89723396
GraphSAGE,11029,10,10,0.7294387
GraphSAGE,11031,37,4,0.971704
GraphSAGE,11033,27,16,0.26642814
GraphSAGE,11034,24,10,0.7698142
GraphSAGE,11035,5,5,0.33827406
GraphSAGE,11037,30,30,0.857165
GraphSAGE,11038,24,31,0.34089932
GraphSAGE,11039,30,30,0.9622764
GraphSAGE,11040,24,24,0.7097608
GraphSAGE,11041,7,7,0.628911
GraphSAGE,11042,16,16,0.9608709
GraphSAGE,11043,34,34,0.7664485
GraphSAGE,11044,24,5,0.3353623
GraphSAGE,11045,13,13,0.92075366
GraphSAGE,11046,16,16,0.8790798
GraphSAGE,11047,16,16,0.9278327
GraphSAGE,11048,28,28,0.5987854
GraphSAGE,11050,0,0,0.5894765
GraphSAGE,11051,24,24,0.6559031
GraphSAGE,11052,5,16,0.6738313
GraphSAGE,11053,28,28,0.95492756
GraphSAGE,11054,24,24,0.8918695
GraphSAGE,11055,24,9,0.4574014
GraphSAGE,11056,34,34,0.8677756
GraphSAGE,11057,24,16,0.6694925
GraphSAGE,11058,39,28,0.91158646
GraphSAGE,11059,4,4,0.46912846
GraphSAGE,11060,2,33,0.66859716
GraphSAGE,11061,10,10,0.5689668
GraphSAGE,11062,31,31,0.73058695
GraphSAGE,11063,24,16,0.7478779
GraphSAGE,11064,27,27,0.9427148
GraphSAGE,11065,26,38,0.24276021
GraphSAGE,11066,10,24,0.33798075
GraphSAGE,11067,10,10,0.5201862
GraphSAGE,11068,28,28,0.91774905
GraphSAGE,11069,27,27,0.5014267
GraphSAGE,11070,24,16,0.6018857
GraphSAGE,11071,4,4,0.86610186
GraphSAGE,11072,24,24,0.29263127
GraphSAGE,11073,28,28,0.635353
GraphSAGE,11074,16,16,0.92438924
GraphSAGE,11075,13,13,0.47065705
GraphSAGE,11076,16,16,0.9289035
GraphSAGE,11077,8,8,0.8117667
GraphSAGE,11078,16,24,0.48223367
GraphSAGE,11079,36,36,0.54691833
GraphSAGE,11080,16,9,0.1551128
GraphSAGE,11081,3,8,0.55097085
GraphSAGE,11082,16,24,0.58824766
GraphSAGE,11083,28,28,0.7361478
GraphSAGE,11084,16,16,0.83186376
GraphSAGE,11085,4,4,0.45973203
GraphSAGE,11086,16,16,0.89382917
GraphSAGE,11087,16,16,0.77614087
GraphSAGE,11088,24,0,0.5793966
GraphSAGE,11089,5,4,0.88572663
GraphSAGE,11090,16,16,0.893969
GraphSAGE,11091,16,16,0.7208787
GraphSAGE,11092,30,30,0.95507663
GraphSAGE,11093,16,16,0.8833342
GraphSAGE,11094,4,4,0.9373879
GraphSAGE,11095,24,27,0.2674568
GraphSAGE,11096,24,24,0.4180883
GraphSAGE,11097,16,16,0.9382199
GraphSAGE,11098,34,34,0.92489314
GraphSAGE,11099,34,34,0.46755594
GraphSAGE,11100,36,36,0.8916476
GraphSAGE,11101,16,16,0.8732763
GraphSAGE,11102,17,16,0.5464363
GraphSAGE,11103,16,16,0.8935077
GraphSAGE,11104,24,24,0.30877122
GraphSAGE,11105,10,13,0.23511007
GraphSAGE,11106,24,24,0.46067303
GraphSAGE,11107,34,28,0.55651647
GraphSAGE,11108,24,16,0.32349554
GraphSAGE,11109,3,6,0.38108024
GraphSAGE,11110,28,28,0.946662
GraphSAGE,11111,27,27,0.86682296
GraphSAGE,11112,16,16,0.65514064
GraphSAGE,11113,36,36,0.81806934
GraphSAGE,11114,37,37,0.9263321
GraphSAGE,11115,30,30,0.61329764
GraphSAGE,11116,24,24,0.6334619
GraphSAGE,11117,24,16,0.47399527
GraphSAGE,11118,30,30,0.9893957
GraphSAGE,11120,21,16,0.8321903
GraphSAGE,11121,24,24,0.7465308
GraphSAGE,11122,30,30,0.74600065
GraphSAGE,11123,13,13,0.88794893
GraphSAGE,11124,4,24,0.291473
GraphSAGE,11125,24,24,0.263296
GraphSAGE,11126,24,16,0.75832707
GraphSAGE,11127,4,24,0.80788934
GraphSAGE,11128,30,30,0.856912
GraphSAGE,11129,16,16,0.95120454
GraphSAGE,11160,24,10,0.5532141
GraphSAGE,11164,17,16,0.7076905
GraphSAGE,11167,28,28,0.92092913
GraphSAGE,11194,27,27,0.5086586
GraphSAGE,11200,16,16,0.80331415
GraphSAGE,11207,10,10,0.6428928
GraphSAGE,11211,24,10,0.7017356
GraphSAGE,11219,16,16,0.9462257
GraphSAGE,11227,30,30,0.88775504
GraphSAGE,11232,30,30,0.9533056
GraphSAGE,11238,28,28,0.89265126
GraphSAGE,11241,10,10,0.86605656
GraphSAGE,11285,24,16,0.7884623
GraphSAGE,11289,30,30,0.7359096
GraphSAGE,11303,16,16,0.89646685
GraphSAGE,11316,30,16,0.8027744
GraphSAGE,11344,34,2,0.26374075
GraphSAGE,11357,30,30,0.97317487
GraphSAGE,11364,26,36,0.6971217
GraphSAGE,11369,27,27,0.93984085
GraphSAGE,11373,23,23,0.9068497
GraphSAGE,11380,26,26,0.8827089
GraphSAGE,11384,24,10,0.6873882
GraphSAGE,11411,31,30,0.76307124
GraphSAGE,11412,30,30,0.89825946
GraphSAGE,11413,2,2,0.9201146
GraphSAGE,11414,2,2,0.6559906
GraphSAGE,11415,28,28,0.95321655
GraphSAGE,11416,16,16,0.96039855
GraphSAGE,11417,16,16,0.90259695
GraphSAGE,11418,30,30,0.91414505
GraphSAGE,11419,16,16,0.6011841
GraphSAGE,11420,10,10,0.48548058
GraphSAGE,11421,34,34,0.7045038
GraphSAGE,11422,30,30,0.939875
GraphSAGE,11423,16,16,0.7724806
GraphSAGE,11424,16,16,0.8094031
GraphSAGE,11425,24,16,0.651705
GraphSAGE,11426,16,16,0.8415667
GraphSAGE,11427,34,34,0.7817193
GraphSAGE,11428,4,4,0.90729135
GraphSAGE,11429,24,16,0.9055693
GraphSAGE,11430,34,34,0.7784611
GraphSAGE,11431,4,4,0.754338
GraphSAGE,11432,5,5,0.6876793
GraphSAGE,11433,11,5,0.82100356
GraphSAGE,11434,28,8,0.4566918
